-0,40454	-0,05615	-40,45410	-0,56152
-0,40161	-0,05371	-40,16113	-0,53711
-0,39917	-0,05371	-39,91699	-0,53711
-0,39551	-0,05615	-39,55078	-0,56152
-0,39331	-0,05371	-39,33105	-0,53711
-0,39185	-0,05371	-39,18457	-0,53711
-0,38770	-0,05371	-38,76953	-0,53711
-0,38501	-0,05371	-38,50098	-0,53711
-0,38306	-0,05371	-38,30566	-0,53711
-0,38013	-0,05371	-38,01270	-0,53711
-0,37744	-0,05371	-37,74414	-0,53711
-0,37500	-0,05371	-37,50000	-0,53711
-0,37231	-0,05371	-37,23145	-0,53711
-0,37061	-0,05127	-37,06055	-0,51270
-0,36768	-0,05127	-36,76758	-0,51270
-0,36475	-0,05127	-36,47461	-0,51270
-0,36255	-0,05127	-36,25488	-0,51270
-0,36035	-0,05127	-36,03516	-0,51270
-0,35791	-0,05127	-35,79102	-0,51270
-0,35547	-0,05127	-35,54688	-0,51270
-0,35229	-0,05127	-35,22949	-0,51270
-0,34937	-0,05127	-34,93652	-0,51270
-0,34766	-0,05127	-34,76563	-0,51270
-0,34521	-0,04883	-34,52148	-0,48828
-0,34302	-0,04883	-34,30176	-0,48828
-0,34058	-0,05127	-34,05762	-0,51270
-0,33740	-0,04883	-33,74023	-0,48828
-0,33447	-0,04883	-33,44727	-0,48828
-0,33130	-0,04883	-33,12988	-0,48828
-0,33008	-0,04883	-33,00781	-0,48828
-0,32788	-0,04883	-32,78809	-0,48828
-0,32422	-0,04639	-32,42188	-0,46387
-0,32129	-0,04883	-32,12891	-0,48828
-0,31982	-0,04639	-31,98242	-0,46387
-0,31665	-0,04883	-31,66504	-0,48828
-0,31421	-0,04639	-31,42090	-0,46387
-0,31152	-0,04883	-31,15234	-0,48828
-0,30908	-0,04883	-30,90820	-0,48828
-0,30615	-0,04639	-30,61523	-0,46387
-0,30420	-0,04639	-30,41992	-0,46387
-0,30151	-0,04639	-30,15137	-0,46387
-0,29736	-0,04639	-29,73633	-0,46387
-0,29541	-0,04639	-29,54102	-0,46387
-0,29419	-0,04395	-29,41895	-0,43945
-0,29102	-0,04639	-29,10156	-0,46387
-0,28857	-0,04395	-28,85742	-0,43945
-0,28491	-0,04395	-28,49121	-0,43945
-0,28320	-0,04395	-28,32031	-0,43945
-0,28101	-0,04639	-28,10059	-0,46387
-0,27856	-0,04395	-27,85645	-0,43945
-0,27588	-0,04395	-27,58789	-0,43945
