-0,40381	-0,03906	-40,38086	-0,39063
-0,40186	-0,03662	-40,18555	-0,36621
-0,40015	-0,03662	-40,01465	-0,36621
-0,39771	-0,03662	-39,77051	-0,36621
-0,39453	-0,03662	-39,45313	-0,36621
-0,39136	-0,03662	-39,13574	-0,36621
-0,38843	-0,03906	-38,84277	-0,39063
-0,38623	-0,03662	-38,62305	-0,36621
-0,38501	-0,03662	-38,50098	-0,36621
-0,38232	-0,03662	-38,23242	-0,36621
-0,37939	-0,03662	-37,93945	-0,36621
-0,37573	-0,03662	-37,57324	-0,36621
-0,37354	-0,03662	-37,35352	-0,36621
-0,37061	-0,03418	-37,06055	-0,34180
-0,36841	-0,03662	-36,84082	-0,36621
-0,36646	-0,03418	-36,64551	-0,34180
-0,36426	-0,03418	-36,42578	-0,34180
-0,36108	-0,03662	-36,10840	-0,36621
-0,35742	-0,03418	-35,74219	-0,34180
-0,35547	-0,03662	-35,54688	-0,36621
-0,35352	-0,03418	-35,35156	-0,34180
-0,35156	-0,03418	-35,15625	-0,34180
-0,34863	-0,03418	-34,86328	-0,34180
-0,34619	-0,03418	-34,61914	-0,34180
-0,34326	-0,03418	-34,32617	-0,34180
-0,34131	-0,03418	-34,13086	-0,34180
-0,33862	-0,03418	-33,86230	-0,34180
-0,33545	-0,03418	-33,54492	-0,34180
-0,33301	-0,03418	-33,30078	-0,34180
-0,33081	-0,03418	-33,08105	-0,34180
-0,32764	-0,03174	-32,76367	-0,31738
-0,32422	-0,03418	-32,42188	-0,34180
-0,32178	-0,03174	-32,17773	-0,31738
-0,32104	-0,03174	-32,10449	-0,31738
-0,31787	-0,03174	-31,78711	-0,31738
-0,31421	-0,03174	-31,42090	-0,31738
-0,31323	-0,03174	-31,32324	-0,31738
-0,30981	-0,03174	-30,98145	-0,31738
-0,30786	-0,03174	-30,78613	-0,31738
-0,30371	-0,03174	-30,37109	-0,31738
-0,30273	-0,03174	-30,27344	-0,31738
-0,30005	-0,03174	-30,00488	-0,31738
-0,29736	-0,03174	-29,73633	-0,31738
-0,29395	-0,03174	-29,39453	-0,31738
-0,29224	-0,03174	-29,22363	-0,31738
-0,28955	-0,03174	-28,95508	-0,31738
-0,28735	-0,02930	-28,73535	-0,29297
-0,28418	-0,02930	-28,41797	-0,29297
-0,28125	-0,02930	-28,12500	-0,29297
-0,27954	-0,03174	-27,95410	-0,31738
-0,27563	-0,02930	-27,56348	-0,29297
-0,27368	-0,02930	-27,36816	-0,29297
-0,27051	-0,02930	-27,05078	-0,29297
-0,26831	-0,02930	-26,83105	-0,29297
-0,26611	-0,02930	-26,61133	-0,29297
-0,26392	-0,02930	-26,39160	-0,29297
-0,26099	-0,02930	-26,09863	-0,29297
-0,25806	-0,02930	-25,80566	-0,29297
-0,25562	-0,02930	-25,56152	-0,29297
-0,25342	-0,02686	-25,34180	-0,26855
-0,25098	-0,02930	-25,09766	-0,29297
-0,24756	-0,02686	-24,75586	-0,26855
-0,24609	-0,02686	-24,60938	-0,26855
-0,24292	-0,02930	-24,29199	-0,29297
-0,24048	-0,02686	-24,04785	-0,26855
-0,23853	-0,02686	-23,85254	-0,26855
-0,23511	-0,02686	-23,51074	-0,26855
-0,23315	-0,02686	-23,31543	-0,26855
-0,23047	-0,02686	-23,04688	-0,26855
-0,22754	-0,02686	-22,75391	-0,26855
-0,22559	-0,02686	-22,55859	-0,26855
-0,22192	-0,02686	-22,19238	-0,26855
-0,22021	-0,02686	-22,02148	-0,26855
-0,21851	-0,02441	-21,85059	-0,24414
-0,21411	-0,02441	-21,41113	-0,24414
