-0,40332	-0,02930	-40,33203	-0,29297
-0,40186	-0,02930	-40,18555	-0,29297
-0,39917	-0,02930	-39,91699	-0,29297
-0,39600	-0,02930	-39,59961	-0,29297
-0,39331	-0,03174	-39,33105	-0,31738
-0,39185	-0,02930	-39,18457	-0,29297
-0,38770	-0,02930	-38,76953	-0,29297
-0,38550	-0,02930	-38,54980	-0,29297
-0,38403	-0,02930	-38,40332	-0,29297
-0,38110	-0,02930	-38,11035	-0,29297
-0,37866	-0,02930	-37,86621	-0,29297
-0,37646	-0,02930	-37,64648	-0,29297
-0,37354	-0,02930	-37,35352	-0,29297
-0,37085	-0,02930	-37,08496	-0,29297
-0,36890	-0,02930	-36,88965	-0,29297
-0,36523	-0,02930	-36,52344	-0,29297
-0,36328	-0,02930	-36,32813	-0,29297
-0,36108	-0,02686	-36,10840	-0,26855
-0,35742	-0,02930	-35,74219	-0,29297
-0,35596	-0,02686	-35,59570	-0,26855
-0,35278	-0,02686	-35,27832	-0,26855
-0,35034	-0,02686	-35,03418	-0,26855
-0,34692	-0,02686	-34,69238	-0,26855
-0,34497	-0,02686	-34,49707	-0,26855
-0,34277	-0,02686	-34,27734	-0,26855
-0,33960	-0,02686	-33,95996	-0,26855
-0,33716	-0,02686	-33,71582	-0,26855
-0,33545	-0,02686	-33,54492	-0,26855
-0,33228	-0,02686	-33,22754	-0,26855
-0,32910	-0,02686	-32,91016	-0,26855
-0,32739	-0,02686	-32,73926	-0,26855
-0,32544	-0,02441	-32,54395	-0,24414
-0,32080	-0,02686	-32,08008	-0,26855
-0,31958	-0,02686	-31,95801	-0,26855
-0,31738	-0,02686	-31,73828	-0,26855
-0,31445	-0,02441	-31,44531	-0,24414
-0,31201	-0,02686	-31,20117	-0,26855
-0,30908	-0,02441	-30,90820	-0,24414
-0,30688	-0,02441	-30,68848	-0,24414
-0,30371	-0,02686	-30,37109	-0,26855
-0,30249	-0,02441	-30,24902	-0,24414
-0,29858	-0,02441	-29,85840	-0,24414
-0,29712	-0,02441	-29,71191	-0,24414
-0,29370	-0,02441	-29,37012	-0,24414
-0,29199	-0,02441	-29,19922	-0,24414
-0,28809	-0,02441	-28,80859	-0,24414
-0,28589	-0,02441	-28,58887	-0,24414
-0,28369	-0,02197	-28,36914	-0,21973
-0,28003	-0,02441	-28,00293	-0,24414
-0,27881	-0,02441	-27,88086	-0,24414
-0,27637	-0,02441	-27,63672	-0,24414
-0,27393	-0,02441	-27,39258	-0,24414
